Year,Month,Plot_Large,Plot,Code,Amount,Sp_C,Ha_C,Family,Conser
2019,4,A,A2,bfs,16,黑面琵鷺,灘地,䴉科,I
2019,4,A,A2,cogr,9,青足鷸,灘地,鷸科,0
2019,4,A,A2,masa,1,小青足鷸,灘地,鷸科,0
2019,4,A,A2,lieg,6,小白鷺,灘地,鷺科,0
2019,4,A,A2,lieg,3,小白鷺,草叢,鷺科,0
2019,4,A,A2,greg,3,大白鷺,岸邊,鷺科,0
2019,4,A,A2,kepl,1,東方環頸鴴,灘地,鴴科,0
2019,4,A,A2,kepl,2,東方環頸鴴,草叢,鴴科,0
2019,4,A,A2,jamy,1,白尾八哥,草叢,八哥科,0
2019,4,A,A2,ets,3,麻雀,草叢,麻雀科,0
2019,4,A,A1,ligr,1,小鸊鷉,水域,鸊鷉科,0
2019,4,A,A1,ineg,1,中白鷺,岸邊,鷺科,0
2019,4,A,A1,lieg,2,小白鷺,灘地,鷺科,0
2019,4,A,A1,lieg,2,小白鷺,草叢,鷺科,0
2019,4,A,A1,greg,1,大白鷺,灘地,鷺科,0
2019,5,A,A1,lieg,3,小白鷺,草叢,鷺科,0
2019,5,A,A1,lieg,2,小白鷺,岸邊,鷺科,0
2019,5,A,A1,whte,1,黑腹燕鷗,水域,鷗科,0
2019,5,A,A1,bws,4,高蹺鴴,岸邊,長腳鷸科,0
2019,5,A,A1,bws,3,高蹺鴴,水域,長腳鷸科,0
2019,5,A,A1,bws,2,高蹺鴴,草叢,長腳鷸科,0
2019,5,A,A1,piav,1,反嘴鴴,水域,長腳鷸科,0
2019,5,B,B,piav,2,反嘴鴴,水域,長腳鷸科,0
2019,5,B,B,whte,55,黑腹燕鷗,灘地,鷗科,0
2019,5,B,B,lieg,2,小白鷺,岸邊,鷺科,0
2019,5,B,B,greg,2,大白鷺,岸邊,鷺科,0
2019,5,B,B,greg,3,大白鷺,草叢,鷺科,0
2019,5,B,B,lieg,2,小白鷺,草叢,鷺科,0
2019,5,B,B,lite,12,小燕鷗,灘地,鷗科,II
2019,5,A,A2,ligr,1,小鸊鷉,水域,鸊鷉科,0
2019,5,A,A2,lieg,3,小白鷺,岸邊,鷺科,0
2019,5,A,A2,lieg,2,小白鷺,草叢,鷺科,0
2019,5,A,A2,greg,1,大白鷺,草叢,鷺科,0
2019,5,A,A2,greg,2,大白鷺,岸邊,鷺科,0
2019,5,A,A2,bcnh,1,夜鷺,草叢,鷺科,0
2019,5,A,A2,cibi,1,栗小鷺,草叢,鷺科,0
2019,5,A,A1,ets,10,麻雀,人工棲地,麻雀科,0
2019,5,A,A1,coki,1,翠鳥,人工棲地,翠鳥科,0
2019,5,A,A2,kepl,2,東方環頸鴴,灘地,鴴科,0
2019,5,B,B,kepl,5,東方環頸鴴,灘地,鴴科,0
2019,5,B,B,whte,8,黑腹燕鷗,水域,鷗科,0
2019,5,A,A1,bws,1,高蹺鴴,水域,長腳鷸科,0
2019,5,A,A2,bws,1,高蹺鴴,水域,長腳鷸科,0
2019,5,B,B,bws,2,高蹺鴴,水域,長腳鷸科,0
2019,6,A,A1,lieg,5,小白鷺,草叢,鷺科,0
2019,6,A,A1,lieg,2,小白鷺,岸邊,鷺科,0
2019,6,A,A1,kepl,3,東方環頸鴴,岸邊,鴴科,0
2019,6,A,A1,bws,3,高蹺鴴,水域,長腳鷸科,0
2019,6,A,A2,lite,4,小燕鷗,灘地,鷗科,II
2019,6,A,A2,whte,1,黑腹燕鷗,灘地,鷗科,0
2019,6,A,A2,lieg,3,小白鷺,岸邊,鷺科,0
2019,6,B,B,lieg,1,小白鷺,岸邊,鷺科,0
